Word,Weight
ability,-0.00033320126222994705
abit,-0.43908687279550057
above,-0.17155274715400162
absolutely,0.8418809664150937
acceptable,2.0
accessible,-1.2610215208615225
accidentally,0.0
accommodate,0.6000420854619772
accommodation,-1.4384297592208934
accomodate,0.0
accomodation,0.0
accompany,0.0
accord,0.0
accurate,-0.602130917223848
activity,0.0
adapter,0.0
additional,-0.9997575176518402
additionally,0.0
address,-0.09661267453012141
adequate,1.9996902877293494
adjacent,0.0
adjoin,0.0
admit,0.561883003239285
adult,0.0
advanced,0.48247862188991375
advantage,0.1858003889952448
adventure,0.10437134699713353
advice,0.1355094385256266
advise,0.0
aeon,0.9028533116834285
affair,-0.7308470068848147
affect,0.390480254114693
affordable,2.0
afterwards,0.0
again,1.0390820179450002
ago,0.17606967962608752
agoda,-0.19406957347600454
ainu,-0.16583975222971586
aircon,0.0
airport,0.6930481836520714
airy,0.0
akihabara,0.5927224486960181
alcohol,-0.00033514493747149876
alleviate,1.1068931656096446
alley,-0.06810490578605316
allow,-4.440892098500626e-16
almost,0.058816814292944844
alone,0.8929604353103601
alp,0.0
alternative,-0.9325170415025036
alternatively,0.0
altogether,0.0
always,-0.5545637768082241
aman,0.3210606246873897
amaze,0.0
amazing,0.45543360114310927
amazingly,0.0
ambiance,0.0
ambience,0.0
amenity,0.0
ample,0.32116644052996
annoying,-0.5035258746406546
answer,0.31502950481652775
anticipate,0.0
anyone,-0.5929840733396343
anywhere,0.6873121278068124
apartment,0.17489607321534062
apologetic,0.881722042533594
apologize,0.536614369552807
apparently,0.19359101878572593
apple,0.0
appliance,0.0
appropriate,0.8349292344869849
approx,0.06897543754341585
april,0.0
aqua,0.0
aquarium,0.0
arashiyama,0.0
arcade,0.0048066918043944825
architecture,0.20145926395761676
aren,-0.13970868309748516
argue,0.0
aroma,0.0
arrange,0.0
arrangement,0.0
arrival,-0.30648771097596766
arrived,-0.1940031506151115
asahikawa,0.22461500683872848
asakusa,0.6609391763623063
ashamed,0.21940373013025635
asian,-1.1102230246251565e-16
aside,0.00027710166674169145
aspect,-0.02007127232878482
assign,0.0
assist,0.659742868969155
atm,0.5418486249919988
atmosphere,-0.007358174036504073
attach,0.0
attached,0.0
attend,0.0
attendant,0.6544507757658576
attentive,0.5445815189796834
attraction,-0.048713151799554044
australia,0.4665742110663349
authentic,0.4079558167000917
autumn,0.7094873712346693
aware,-1.0088970026926092
away,0.3245941130471587
awesome,0.3775686281852628
awkward,-1.5432306745125417
background,-0.9984042110265307
backpacker,0.0
baggage,0.0
baked,0.0
bakery,0.0
balcony,1.9685233103393094
ball,0.0
bang,0.0
bare,-0.5960501062167697
barely,-0.7723056474511746
barrier,0.9998492493462302
base,1.019014298980717
basement,-0.0002844874459313751
basically,-0.09279874606021524
basin,0.0
bathhouse,2.0
bathing,0.6152763250073356
bathrobe,0.0
bathtub,0.0
bay,1.2802968521677944
bbq,0.0
beach,0.3961134884763886
bear,0.0
beat,0.3426117851726177
beautiful,1.6093719922828795
beautifully,0.0
beauty,-0.5673338923782412
bedding,0.766312608466898
bedside,-0.18382353453603037
beef,0.536614369552807
beer,-0.06334740431095959
before,-0.3317162086301033
begin,0.0
beginner,0.0
believe,-0.893093555724892
belong,0.0
benesse,0.0
beppu,-0.4238281100436609
beside,0.0
best,0.7194411605574995
beverage,-0.06334740431095959
bfast,0.0
bicycle,0.30464573493935715
bigger,-0.6444748214535168
bike,-0.19769854531734365
birthday,0.0
bite,0.0
black,0.44776605888092197
blanket,1.2361509397530406
blast,0.0
block,0.17489607321534062
boast,0.0
bomb,0.0
bonus,0.0
booked,0.1937230449924766
booking,-0.5758693459915748
boot,0.0
booth,0.561437845277953
bore,0.0
borrow,1.8634832280230578
bother,-0.7290152469068953
bottled,-0.09227547160605226
bottom,0.1942933766331428
bowl,0.0
boy,0.0
branch,0.0
brand,-4.440892098500626e-16
bread,0.036698068195857594
breath,0.0
breeze,0.9998492493462302
brew,0.0
bridge,0.0
bright,-1.1708861737640455
brighton,-0.00017427646828904741
brilliant,-0.00024872249351268194
bring,-0.40709411786089233
brochure,0.0
browse,0.0
brush,0.0
bubble,-0.00028781360051672683
budget,0.6842685143653742
buffet,-0.25680062231532197
bullet,0.0
burger,-0.17040469761542026
buss,0.0
bustle,0.0
buy,0.52846406729935
cable,-0.02007127232878482
cafe,0.2404762385686711
café,0.0
cake,-0.230042832222243
calm,0.0
camera,0.23636544505986923
camping,-0.6971490645713577
cancellation,-1.682759973093617
cap,0.0
care,0.0
carefully,0.0
carpark,-0.10285228550467851
carpet,-0.7910046030775182
carrying,-0.44635980782038365
cart,0.0
castle,0.7808569871482504
catch,0.7666903215866179
cedar,0.0
ceiling,0.49595907683123003
celebrate,0.0
cent,0.0
center,0.0
central,-0.41416477643891114
centrally,0.0
centre,-0.47349277833428016
ceremony,0.11504555902322665
certainly,0.8434397985862114
chain,0.0
champagne,0.0
chance,2.0
chap,-0.00038343229461032524
chapel,0.19513233163498206
charger,-0.4811215577952689
charm,0.0
charming,0.1005278741437563
cheaper,1.428493302982162
cheapest,0.10437134699713353
cheerful,0.5445815189796834
chef,0.0
chin,0.0
chitose,0.5462026581593545
chocolate,0.0
choice,1.0399551078672158
choose,0.17919490330599996
christmas,0.0
cigarette,-0.8086267007893477
claim,0.0
class,0.19552422695682353
classic,0.0
classy,1.9998062490978534
claustrophobic,-0.3672320748424849
clean,1.9999794531850594
cleaned,-1.118105607436268
cleanliness,0.07468593768745002
clever,0.0
climb,0.5879417796776931
clock,0.8021801092199573
closer,-1.4287702381676164
closest,-1.281300193781193
closing,0.3265311858296799
coast,0.4148834563290127
cocktail,0.0
coffee,-0.03659014782093478
coin,0.06370250273464745
colleague,0.0
collect,0.0
colour,0.0
comfort,0.06459810461635186
comfortable,1.9354652053678516
comfortably,0.053355707533742885
comfy,2.0
command,0.0
commercial,0.0
common,-0.5039578144620387
communal,0.0
company,-0.34228719286434894
compensate,0.40888718387397816
complete,1.0
complex,0.24047623856867117
complimentary,0.8320630824712181
concrete,-0.08141239074420129
conditioner,-0.22565092931589067
conference,1.2003617991843396
confident,0.09868914543327505
confortable,0.0
confuse,-0.14202813915068369
confusion,1.6196318064660005
connect,0.0
connection,-0.4798349891564557
connectivity,0.0
consider,0.45431256447069696
contact,0.0
contain,0.05549889001077109
contemporary,0.0
content,0.0
control,0.8021801092199573
controlled,0.0
convenience,1.1046953298008546
convenient,0.47974126639768855
conveniently,2.0
convention,0.0
conversation,-0.5871290282411266
convinient,0.0
cook,0.1549475246169686
cooking,0.1549475246169686
cool,0.3706731435447801
cordial,0.0
corner,-0.8656955584292262
correct,-0.21437178261753495
cosmetic,0.0
cosy,0.0
cottage,-1.6463468999666624
counter,0.0
couple,-0.0002952429844392257
coupon,-1.6082957126405564
course,-0.00032105485121580735
court,0.8743605953176768
courteous,0.6968136036049999
courtesy,0.0
courtyard,0.4720498724061437
cover,-0.08330722491901085
covered,0.004976266978073074
cozy,2.0
crab,0.0
cramped,-0.0004028677786340751
crap,-0.5766584969747989
crash,0.4146087244349232
crazy,-0.33924600473725813
crew,-0.19406957347600454
criticism,0.0
crowd,-0.3121366683899449
cruise,0.0
cry,0.0
cuisine,1.0931114285755383
culture,0.0
cup,0.0
cupboard,-0.0003299475970705775
currency,0.0
current,0.41088823949537817
curry,0.0
curtain,0.0
customer,-0.21437178261753495
cut,1.4960421855379613
cute,0.036698068195857594
cycling,0.12184152185031273
dai,-0.13090688494383895
daimon,0.0
dairy,0.0
dangerous,-0.4811215577952689
dated,-1.1101512366828064
daughter,0.0
dead,0.0
deal,-0.7669601731846859
decent,1.999911149473336
decently,0.0
decision,0.45431256447069696
deck,0.0
decorate,0.053355707533742885
deep,0.05549889001077109
definately,0.0
definite,1.3284493756787517
definitely,0.7812613841906701
defnitely,0.38409028096989106
delay,0.0
delicious,2.0
delighted,0.015945608548802677
delightful,0.0
deliver,0.0
delivery,-0.15113363796985985
deluxe,-0.07155371582110956
demand,0.0
depart,-1.4367013933279442
department,0.0
describe,0.0
desert,0.0
deserve,0.0
design,-0.7118472149472317
desire,-0.16791410527476508
dessert,0.0
destination,0.8500378816319923
detail,0.6905372459988814
detergent,0.0
device,-0.11681647874196271
die,0.0
difference,0.0
different,-0.2523081244396441
difficulty,0.0
dine,0.0
dining,0.7838843213499223
dinner,0.42701101065211566
dip,0.21940373013025635
direct,0.0
direction,0.0
directly,-0.02082513763271296
dirty,-0.6380887293437538
disappointing,-1.547286354367429
disappointment,-0.1689897254813277
discount,0.0
discounted,0.0
discover,0.0
dish,0.11504555902322665
disney,-0.07914810648855958
disneyland,-0.6798439923726634
disneysea,0.3045883350921702
display,0.0
distance,-0.4298261449211509
distant,0.2539634821377509
district,0.24354393275972236
disturb,-0.4811215577952689
dive,0.0
doctor,0.0
dog,-0.09606680931863558
dome,0.0
doorstep,0.0
dori,0.0
dotonbori,0.0
downside,-0.4689444075359468
downstairs,0.0
downtown,-1.6373031692760747
drag,0.0
drain,-0.3044126775137554
drawback,-0.6715506243212485
dresser,0.0
dressing,-0.3121366683899449
drink,0.9399510471390683
drive,0.0251633200375736
driver,0.0
drop,1.2368149706562837
drunk,-0.3121366683899449
dry,-0.00038160243186813325
dryer,0.1355094385256266
dusty,-0.43269018138287546
duvet,0.0
