Word_ID,Word,Positive_Entropy,Negative_Entropy
1,!,0.4816507253732081,0.3836829910363364
2,"""Romance",0.0,0.0
3,"""love",0.0,0.0
4,#708,0.06621831298891936,0.0
5,#709,0.06621831298891936,0.0
6,$10,0.13243662597783873,0.0
7,$20,0.06621831298891936,0.11121751632728208
8,$200,0.06621831298891936,0.0
9,$USD,0.0,0.0
10,&,0.3290661885655778,0.07017044016920163
11,',0.5251674385202701,0.5231395138709194
12,'Onsen',0.06621831298891936,0.0
13,'camping',0.0,0.0
14,'ladies,0.06621831298891936,0.0
15,'living,0.06621831298891936,0.0
16,'too,0.0,0.0
17,(,0.5058799692336462,0.46646652420494
18,(10,0.10495354294845384,0.07017044016920163
19,(5,0.06621831298891936,0.0
20,(I,0.21997247431393596,0.162930716459482
21,(Japanese,0.06621831298891936,0.0
22,(a,0.3358685646254435,0.22243503265456419
23,(about,0.10495354294845384,0.0
24,(actually,0.06621831298891936,0.0
25,(all,0.10495354294845384,0.0
26,(although,0.06621831298891936,0.0
27,(and,0.2290777256866885,0.1813879564964837
28,(as,0.13243662597783873,0.07017044016920163
29,(at,0.10495354294845384,0.0
30,(but,0.10495354294845384,0.11121751632728208
31,(compared,0.0,0.0
32,(e.g.,0.0,0.07017044016920163
33,(especially,0.06621831298891936,0.0
34,(even,0.06621831298891936,0.11121751632728208
35,(except,0.0,0.11121751632728208
36,(for,0.10495354294845384,0.0
37,(good,0.06621831298891936,0.0
38,(hot,0.10495354294845384,0.0
39,(i,0.2812905936394493,0.162930716459482
40,(i.e.,0.0,0.0
41,(if,0.10495354294845384,0.07017044016920163
42,(in,0.1858983068997938,0.0
43,(including,0.10495354294845384,0.0
44,(it,0.17117185593737322,0.0
45,(it's,0.06621831298891936,0.0
46,(just,0.06621831298891936,0.0
47,(like,0.13243662597783873,0.0
48,(maybe,0.06621831298891936,0.0
49,(nankai),0.0,0.0
50,(no,0.1272668361294489,0.17694463340075636
51,(not,0.10495354294845384,0.11121751632728208
52,(on,0.19865493896675807,0.07017044016920163
53,(one,0.06621831298891936,0.0
54,(only,0.06621831298891936,0.07017044016920163
55,(or,0.17117185593737322,0.0
56,(outside,0.06621831298891936,0.0
57,(served,0.10495354294845384,0.0
58,(that,0.0,0.0
59,(the,0.21997247431393596,0.14034088033840325
60,(there,0.13243662597783873,0.07017044016920163
61,(they,0.0,0.0
62,(very,0.06621831298891936,0.07017044016920163
63,(we,0.2099070858969077,0.162930716459482
64,(western,0.06621831298891936,0.07017044016920163
65,(which,0.1858983068997938,0.14034088033840325
66,(who,0.10495354294845384,0.0
67,(with,0.15375416132501663,0.07017044016920163
68,(you,0.13243662597783873,0.0
69,),0.5104064505620541,0.46857311145262487
70,"),",0.34527309868339223,0.24274983941503284
71,***,0.0,0.0
72,+,0.1932446269336797,0.07017044016920163
73,",",0.605580760704417,0.5941608420393968
74,-,0.5196730397834212,0.4571086595963511
75,--,0.23378329423757363,0.10525566025380244
76,.,0.6489147475013524,0.6311330248159485
77,..,0.3384882477804518,0.3572975730463655
78,...,0.33093771991732107,0.34208089582485784
79,/,0.4232022133636637,0.36797623260243745
80,1,0.48926332496165437,0.4112950978550556
81,1),0.06621831298891936,0.07017044016920163
82,"1,",0.10495354294845384,0.15799780977341651
83,1.,0.20672881171615212,0.14034088033840325
84,1.5,0.06621831298891936,0.07017044016920163
85,1/2,0.0,0.11121751632728208
86,10,0.4172877426743744,0.27406922010255214
87,10-15,0.15375416132501663,0.0
88,10-minute,0.06621831298891936,0.0
89,100,0.2812905936394493,0.162930716459482
90,1000,0.15375416132501663,0.162930716459482
91,100m,0.06621831298891936,0.0
92,1080,0.0,0.0
93,10am,0.060808000955840935,0.07017044016920163
94,10min,0.17117185593737322,0.0
95,10mins,0.13243662597783873,0.0
96,10pm,0.10495354294845384,0.0
97,10th,0.06621831298891936,0.0
98,11,0.2729471247050715,0.19699333059195687
99,11am,0.0,0.07017044016920163
100,11th,0.06621831298891936,0.0
101,12,0.26487325195567746,0.1813879564964837
102,13,0.13243662597783873,0.0
103,14th,0.06621831298891936,0.0
104,15,0.3358685646254435,0.2647921740975372
105,15-20,0.06621831298891936,0.0
106,15mins,0.10495354294845384,0.0
107,17,0.19865493896675807,0.0
108,1st,0.14909908494106677,0.0
109,2,0.4658436253073416,0.3995523746853694
110,2),0.0,0.07017044016920163
111,"2,",0.10495354294845384,0.15799780977341651
112,2.,0.1858983068997938,0.11121751632728208
113,20,0.3457872689928828,0.2741482327867641
114,20-30,0.0,0.0
115,2000,0.0,0.07017044016920163
116,20min,0.06621831298891936,0.11121751632728208
117,20mins,0.0,0.0
118,24,0.2373901689262926,0.162930716459482
119,24/7,0.10495354294845384,0.0
120,24/7.,0.0,0.0
121,24hr,0.13243662597783873,0.0
122,25,0.14909908494106675,0.14034088033840325
123,2nd,0.1951919052327034,0.11121751632728208
124,2pm,0.0,0.0
125,3,0.4258638070760829,0.3919627602791792
126,3),0.10495354294845384,0.0
127,3.,0.17117185593737322,0.14034088033840325
128,30,0.29597403929012583,0.29807894342519853
129,30%,0.0,0.0
130,300,0.15375416132501663,0.07017044016920163
131,36,0.10495354294845384,0.0
132,3pm,0.0,0.162930716459482
133,3rd,0.0,0.0
134,4,0.39470056187022545,0.3412090938933692
135,4.,0.1858983068997938,0.0
136,"4/5,",0.0,0.0
137,40,0.17117185593737322,0.2299915775660871
138,400,0.0,0.06443722288114766
139,45,0.10495354294845384,0.11121751632728208
140,4pm,0.0,0.0
141,4th,0.1858983068997938,0.0
142,5,0.4619388708264686,0.37728043530217165
143,5-10,0.15375416132501663,0.0
144,5-minute,0.06621831298891936,0.0
145,5-star,0.06621831298891936,0.11121751632728208
146,5.,0.15375416132501663,0.0
147,50,0.26287450398909035,0.162930716459482
148,500,0.1951919052327034,0.07017044016920163
149,5min,0.19865493896675807,0.0
150,5th,0.13243662597783873,0.0
151,6,0.341381845196726,0.2596614838415569
152,6.,0.10495354294845384,0.0
153,60,0.2290777256866885,0.11121751632728208
154,7,0.35136566898749716,0.2647921740975372
155,7-11,0.14909908494106677,0.0
156,7.,0.15375416132501663,0.07017044016920163
157,7pm,0.06621831298891936,0.0
158,8,0.33001803754490483,0.23986332330415175
159,8-10,0.0,0.0
160,"8am,",0.0,0.0
161,9,0.30221085761091965,0.30197911061321
162,9:30,0.10495354294845384,0.0
163,"9am,",0.0,0.11121751632728208
164,:),0.1858983068997938,0.0
165,:-),0.1655457824722984,0.0
166,=),0.06621831298891936,0.0
167,A,0.5287413725748871,0.4700511536853893
168,AC,0.06621831298891936,0.11121751632728208
169,AEON,0.10495354294845384,0.0
170,AND,0.06621831298891936,0.0
171,ATM,0.06621831298891936,0.0
172,About,0.15375416132501663,0.0
173,Absolutely,0.06621831298891936,0.0
174,Access,0.06621831298891936,0.0
175,Add,0.15375416132501663,0.0
176,Additionally,0.06621831298891936,0.0
177,Aeon,0.10495354294845384,0.0
178,After,0.2521166198887131,0.14034088033840325
179,"Again,",0.10495354294845384,0.0
180,Ainu,0.06621831298891936,0.0
